"Código IBGE","Estado","Município","URL","População estimada","População no último censo","Densidade demográfica","Salário médio mensal dos trabalhadores formais","Pessoal ocupado","População ocupada","Percentual da população com rendimento nominal mensal per capita de até 1/2 salário mínimo","Taxa de escolarização de 6 a 14 anos de idade","IDEB – Anos iniciais do ensino fundamental (Rede pública)","IDEB – Anos finais do ensino fundamental (Rede pública)","Matrículas no ensino fundamental","Matrículas no ensino médio","Docentes no ensino fundamental","Docentes no ensino médio","Número de estabelecimentos de ensino fundamental","Número de estabelecimentos de ensino médio","PIB per capita","Percentual das receitas oriundas de fontes externas","Índice de Desenvolvimento Humano Municipal (IDHM)","Total de receitas realizadas","Total de despesas empenhadas","Mortalidade Infantil","Internações por diarreia","Estabelecimentos de Saúde SUS","Área da unidade territorial","Esgotamento sanitário adequado","Arborização de vias públicas","Urbanização de vias públicas","Bioma","Sistema Costeiro-Marinho","Hierarquia urbana","Região de Influência","Região intermediária","Região imediata","Mesorregião","Microrregião"
"1507151","PA","São Domingos do Araguaia","https://cidades.ibge.gov.br/brasil/pa/sao-domingos-do-araguaia/panorama","25.945 pessoas","23.130 pessoas","16,61 hab/km²","1,7 salários mínimos","1.705 pessoas","6,7 %","45,8 %","96,1 %","4,0","3,3","3.708 matrículas","1.212 matrículas","214 docentes","40 docentes","31 escolas","2 escolas","11.082,05 R$","- %","0,594","52.660,09 R$ (×1000)","47.441,83 R$ (×1000)","5,68 óbitos por mil nascidos vivos","8,2 internações por mil habitantes","11 estabelecimentos","1.392,464 km²","9,8 %","31,5 %","0,4 %","Amazônia","Não pertence","Centro Local (5)","Marabá - Capital Regional C (2C)","Marabá","Marabá","Sudeste Paraense","Marabá"
"1506807","PA","Santarém","https://cidades.ibge.gov.br/brasil/pa/santarem/panorama","308.339 pessoas","294.580 pessoas","12,87 hab/km²","2,2 salários mínimos","46.243 pessoas","15,2 %","45,6 %","97,3 %","5,5","4,6","60.579 matrículas","17.900 matrículas","2.726 docentes","817 docentes","426 escolas","43 escolas","16.053,85 R$","83,1 %","0,691","581.235,34 R$ (×1000)","573.368,16 R$ (×1000)","18,32 óbitos por mil nascidos vivos","0,8 internações por mil habitantes","100 estabelecimentos","17.898,389 km²","38,1 %","43,3 %","7,8 %","Amazônia","Não pertence","Capital Regional C (2C)","Arranjo Populacional de Belém/PA - Metrópole (1C)","Santarém","Santarém","Baixo Amazonas","Santarém"
"5007406","MS","Rio Verde de Mato Grosso","https://cidades.ibge.gov.br/brasil/ms/rio-verde-de-mato-grosso/panorama","20.025 pessoas","18.890 pessoas","2,32 hab/km²","2,0 salários mínimos","2.897 pessoas","14,7 %","32,3 %","94,7 %","5,3","4,2","2.609 matrículas","625 matrículas","126 docentes","44 docentes","9 escolas","2 escolas","23.783,19 R$","76,5 %","0,673","72.424,29 R$ (×1000)","60.481,80 R$ (×1000)","9,97 óbitos por mil nascidos vivos","0,9 internações por mil habitantes","15 estabelecimentos","8.173,868 km²","4,4 %","97 %","23,6 %","Cerrado;Pantanal","Não pertence","Centro Local (5)","Campo Grande - Capital Regional A (2A)","Campo Grande","Coxim","Centro Norte de Mato Grosso do Sul","Alto Taquari"
"3156809","MG","Sabinópolis","https://cidades.ibge.gov.br/brasil/mg/sabinopolis/panorama","15.364 pessoas","15.704 pessoas","17,07 hab/km²","1,6 salários mínimos","1.479 pessoas","9,6 %","40,9 %","96,8 %","6,0","3,4","1.929 matrículas","526 matrículas","120 docentes","57 docentes","14 escolas","4 escolas","11.632,37 R$","76,1 %","0,638","37.752,87 R$ (×1000)","31.752,95 R$ (×1000)","6,06 óbitos por mil nascidos vivos","8,6 internações por mil habitantes","9 estabelecimentos","919,811 km²","52,3 %","13,8 %","26,4 %","Mata Atlântica","Não pertence","Centro Local (5)","Guanhães - Centro Subregional B (3B)","Governador Valadares","Guanhães","Vale do Rio Doce","Guanhães"
"1508407","PA","Xinguara","https://cidades.ibge.gov.br/brasil/pa/xinguara/panorama","45.416 pessoas","40.573 pessoas","10,74 hab/km²","1,9 salários mínimos","8.728 pessoas","19,5 %","39,4 %","96,6 %","4,8","4,1","8.115 matrículas","1.742 matrículas","316 docentes","68 docentes","29 escolas","6 escolas","27.618,27 R$","86,5 %","0,646","97.628,91 R$ (×1000)","108.404,96 R$ (×1000)","16,93 óbitos por mil nascidos vivos","4,7 internações por mil habitantes","13 estabelecimentos","3.779,348 km²","14,3 %","43,5 %","0,5 %","Amazônia","Não pertence","Centro Subregional B (3B)","Redenção - Centro Subregional A (3A)","Redenção","Xinguara","Sudeste Paraense","Redenção"
"1507961","PA","Terra Alta","https://cidades.ibge.gov.br/brasil/pa/terra-alta/panorama","11.971 pessoas","10.262 pessoas","49,72 hab/km²","1,6 salários mínimos","621 pessoas","5,3 %","51,4 %","97,4 %","4,4","3,5","1.784 matrículas","621 matrículas","99 docentes","33 docentes","18 escolas","2 escolas","6.074,40 R$","- %","0,605","23.596,54 R$ (×1000)","21.981,63 R$ (×1000)","5,49 óbitos por mil nascidos vivos","0,9 internações por mil habitantes","5 estabelecimentos","204,970 km²","0,7 %","62,4 %","4,5 %","Amazônia","Não pertence","Centro Local (5)","Arranjo Populacional de Belém/PA - Metrópole (1C)","Castanhal","Castanhal","Nordeste Paraense","Salgado"
"1502400","PA","Castanhal","https://cidades.ibge.gov.br/brasil/pa/castanhal/panorama","205.667 pessoas","173.149 pessoas","168,29 hab/km²","1,7 salários mínimos","37.230 pessoas","18,5 %","41,9 %","95,4 %","4,8","3,7","31.557 matrículas","9.571 matrículas","1.284 docentes","553 docentes","112 escolas","26 escolas","19.728,13 R$","- %","0,673","370.230,95 R$ (×1000)","346.092,11 R$ (×1000)","10,16 óbitos por mil nascidos vivos","1,9 internações por mil habitantes","53 estabelecimentos","1.029,300 km²","36,1 %","16,9 %","13,9 %","Amazônia","Não pertence","Capital Regional C (2C)","Arranjo Populacional de Belém/PA - Metrópole (1C)","Castanhal","Castanhal","Metropolitana de Belém","Castanhal"
"1502152","PA","Canaã dos Carajás","https://cidades.ibge.gov.br/brasil/pa/canaa-dos-carajas/panorama","39.103 pessoas","26.716 pessoas","8,49 hab/km²","3,0 salários mínimos","14.344 pessoas","38,7 %","40,5 %","97,8 %","5,1","4,2","11.118 matrículas","2.603 matrículas","418 docentes","112 docentes","26 escolas","6 escolas","197.137,69 R$","43,9 %","0,673","276.117,66 R$ (×1000)","267.269,74 R$ (×1000)","13,63 óbitos por mil nascidos vivos","1,3 internações por mil habitantes","13 estabelecimentos","3.146,821 km²","35,3 %","42,4 %","3,7 %","Amazônia","Não pertence","Centro Local (5)","Parauapebas - Centro Subregional A (3A)","Marabá","Parauapebas","Sudeste Paraense","Parauapebas"
"1500909","PA","Augusto Corrêa","https://cidades.ibge.gov.br/brasil/pa/augusto-correa/panorama","46.937 pessoas","40.497 pessoas","37,10 hab/km²","2,0 salários mínimos","2.643 pessoas","5,7 %","58,4 %","93,6 %","4,2","-","9.521 matrículas","2.291 matrículas","414 docentes","69 docentes","73 escolas","4 escolas","6.719,53 R$","96,1 %","0,520","92.714,54 R$ (×1000)","104.578,64 R$ (×1000)","14,83 óbitos por mil nascidos vivos","13,8 internações por mil habitantes","18 estabelecimentos","1.099,619 km²","24,8 %","13,9 %","0,6 %","Amazônia","Pertence","Centro Local (5)","Bragança - Centro de Zona A (4A)","Castanhal","Bragança","Nordeste Paraense","Bragantina"
"1507474","PA","São João de Pirabas","https://cidades.ibge.gov.br/brasil/pa/sao-joao-de-pirabas/panorama","23.440 pessoas","20.647 pessoas","29,26 hab/km²","1,9 salários mínimos","1.432 pessoas","6,2 %","54,5 %","96,3 %","4,3","3,8","3.632 matrículas","1.100 matrículas","213 docentes","25 docentes","33 escolas","1 escolas","7.197,27 R$","- %","0,539","44.328,58 R$ (×1000)","43.717,30 R$ (×1000)","19,54 óbitos por mil nascidos vivos","5,8 internações por mil habitantes","5 estabelecimentos","668,434 km²","9,5 %","14 %","4 %","Amazônia","Pertence","Centro Local (5)","Arranjo Populacional de Belém/PA - Metrópole (1C)","Castanhal","Capanema","Nordeste Paraense","Salgado"
"2500106","PB","Água Branca","https://cidades.ibge.gov.br/brasil/pb/agua-branca/panorama","10.375 pessoas","9.449 pessoas","39,94 hab/km²","1,4 salários mínimos","795 pessoas","7,8 %","53,1 %","97,6 %","6,1","5,5","1.471 matrículas","349 matrículas","87 docentes","16 docentes","20 escolas","1 escolas","7.902,92 R$","96,5 %","0,572","24.636,41 R$ (×1000)","23.228,10 R$ (×1000)","8,2 óbitos por mil nascidos vivos","2,1 internações por mil habitantes","5 estabelecimentos","241,662 km²","23,3 %","91,9 %","0,2 %","Caatinga","Não pertence","Centro Local (5)","Arranjo Populacional de Patos/PB - Centro Subregional A (3A)\; Tabira - Centro de Zona B (4B)","Patos","Patos","Sertão Paraibano","Serra do Teixeira"
"1507201","PA","São Domingos do Capim","https://cidades.ibge.gov.br/brasil/pa/sao-domingos-do-capim/panorama","32.285 pessoas","29.846 pessoas","17,79 hab/km²","1,9 salários mínimos","2.456 pessoas","7,7 %","54,3 %","96,4 %","3,7","3,4","7.102 matrículas","1.461 matrículas","368 docentes","43 docentes","84 escolas","2 escolas","8.391,90 R$","- %","0,532","64.333,29 R$ (×1000)","62.581,21 R$ (×1000)","10,75 óbitos por mil nascidos vivos","10 internações por mil habitantes","9 estabelecimentos","1.686,765 km²","7,2 %","50 %","1 %","Amazônia","Não pertence","Centro Local (5)","Castanhal - Capital Regional C (2C)","Castanhal","Castanhal","Nordeste Paraense","Guamá"
"1502707","PA","Conceição do Araguaia","https://cidades.ibge.gov.br/brasil/pa/conceicao-do-araguaia/panorama","48.115 pessoas","45.557 pessoas","7,81 hab/km²","2,0 salários mínimos","3.913 pessoas","8,2 %","45,6 %","95,7 %","4,6","3,8","7.049 matrículas","2.190 matrículas","301 docentes","162 docentes","26 escolas","8 escolas","11.577,95 R$","91,8 %","0,640","86.490,30 R$ (×1000)","93.647,83 R$ (×1000)","21,22 óbitos por mil nascidos vivos","5,6 internações por mil habitantes","22 estabelecimentos","5.829,482 km²","4,8 %","69 %","1,6 %","Amazônia;Cerrado","Não pertence","Centro de Zona A (4A)","Redenção - Centro Subregional A (3A)\; Palmas - Capital Regional B (2B)","Redenção","Redenção","Sudeste Paraense","Conceição do Araguaia"
"1507409","PA","São Francisco do Pará","https://cidades.ibge.gov.br/brasil/pa/sao-francisco-do-para/panorama","15.978 pessoas","15.060 pessoas","31,40 hab/km²","1,9 salários mínimos","1.120 pessoas","7,1 %","48,1 %","97,7 %","4,0","3,4","2.485 matrículas","795 matrículas","146 docentes","27 docentes","34 escolas","1 escolas","14.783,65 R$","- %","0,608","32.725,14 R$ (×1000)","33.327,09 R$ (×1000)","17,02 óbitos por mil nascidos vivos","1 internações por mil habitantes","9 estabelecimentos","479,441 km²","38,6 %","70,4 %","9,3 %","Amazônia","Não pertence","Centro Local (5)","Castanhal - Capital Regional C (2C)","Castanhal","Castanhal","Nordeste Paraense","Bragantina"
"2503308","PB","Cachoeira dos Índios","https://cidades.ibge.gov.br/brasil/pb/cachoeira-dos-indios/panorama","10.364 pessoas","9.546 pessoas","49,44 hab/km²","1,8 salários mínimos","595 pessoas","5,8 %","50,6 %","95,8 %","4,8","3,6","1.275 matrículas","266 matrículas","81 docentes","24 docentes","7 escolas","1 escolas","11.129,97 R$","- %","0,587","25.473,40 R$ (×1000)","23.441,58 R$ (×1000)","- óbitos por mil nascidos vivos","0,3 internações por mil habitantes","8 estabelecimentos","193,215 km²","23,7 %","94,3 %","3,8 %","Caatinga","Não pertence","Centro Local (5)","Cajazeiras - Centro Subregional A (3A)","Sousa - Cajazeiras","Cajazeiras","Sertão Paraibano","Cajazeiras"
"1501808","PA","Breves","https://cidades.ibge.gov.br/brasil/pa/breves/panorama","104.280 pessoas","92.860 pessoas","9,72 hab/km²","2,4 salários mínimos","7.452 pessoas","7,3 %","51,3 %","90,2 %","3,6","3,7","24.007 matrículas","3.613 matrículas","1.027 docentes","142 docentes","247 escolas","9 escolas","7.986,65 R$","- %","0,503","208.909,95 R$ (×1000)","203.411,40 R$ (×1000)","16,96 óbitos por mil nascidos vivos","2,1 internações por mil habitantes","26 estabelecimentos","9.566,572 km²","6,1 %","13,6 %","2,9 %","Amazônia","Não pertence","Centro de Zona B (4B)","Arranjo Populacional de Belém/PA - Metrópole (1C)","Breves","Breves","Marajó","Furos de Breves"
"1502756","PA","Concórdia do Pará","https://cidades.ibge.gov.br/brasil/pa/concordia-do-para/panorama","34.236 pessoas","28.216 pessoas","40,84 hab/km²","2,1 salários mínimos","2.885 pessoas","8,7 %","49,8 %","97 %","3,7","3,3","6.152 matrículas","1.878 matrículas","277 docentes","50 docentes","80 escolas","2 escolas","8.940,13 R$","- %","0,566","71.900,00 R$ (×1000)","80.318,64 R$ (×1000)","16,48 óbitos por mil nascidos vivos","3,6 internações por mil habitantes","7 estabelecimentos","700,590 km²","6,1 %","67,6 %","0,7 %","Amazônia","Não pertence","Centro Local (5)","Arranjo Populacional de Belém/PA - Metrópole (1C)","Belém","Belém","Nordeste Paraense","Tomé-Açu"
"2501302","PB","Aroeiras","https://cidades.ibge.gov.br/brasil/pb/aroeiras/panorama","19.081 pessoas","19.082 pessoas","50,93 hab/km²","1,6 salários mínimos","1.249 pessoas","6,5 %","54,8 %","97,9 %","4,2","3,3","2.895 matrículas","666 matrículas","210 docentes","62 docentes","42 escolas","3 escolas","8.020,47 R$","96,7 %","0,548","41.678,77 R$ (×1000)","38.076,27 R$ (×1000)","11,54 óbitos por mil nascidos vivos","0,7 internações por mil habitantes","10 estabelecimentos","376,118 km²","23,5 %","80,9 %","1,6 %","Caatinga","Não pertence","Centro Local (5)","Arranjo Populacional de Campina Grande/PB - Capital Regional C (2C)","Campina Grande","Campina Grande","Agreste Paraibano","Umbuzeiro"
"2513901","PB","São Bento","https://cidades.ibge.gov.br/brasil/pb/sao-bento/panorama","34.650 pessoas","30.879 pessoas","124,41 hab/km²","1,6 salários mínimos","3.848 pessoas","11,3 %","48,9 %","95,3 %","5,0","4,3","4.802 matrículas","1.143 matrículas","249 docentes","70 docentes","32 escolas","4 escolas","12.945,68 R$","93 %","0,580","71.441,78 R$ (×1000)","70.102,99 R$ (×1000)","10,66 óbitos por mil nascidos vivos","9,6 internações por mil habitantes","19 estabelecimentos","245,840 km²","57 %","98 %","1,4 %","Caatinga","Não pertence","Centro de Zona A (4A)","Arranjo Populacional de Patos/PB - Centro Subregional A (3A)","Patos","Catolé do Rocha - São Bento","Sertão Paraibano","Catolé do Rocha"
"2512077","PB","Poço de José de Moura","https://cidades.ibge.gov.br/brasil/pb/poco-de-jose-de-moura/panorama","4.366 pessoas","3.978 pessoas","39,40 hab/km²","1,8 salários mínimos","481 pessoas","11,2 %","48,4 %","98,5 %","5,3","4,7","522 matrículas","140 matrículas","47 docentes","13 docentes","8 escolas","1 escolas","9.793,27 R$","89,9 %","0,612","20.162,49 R$ (×1000)","18.651,10 R$ (×1000)","- óbitos por mil nascidos vivos","0,7 internações por mil habitantes","5 estabelecimentos","94,646 km²","34,2 %","98,2 %","31,6 %","Caatinga","Não pertence","Centro Local (5)","Sousa - Centro Subregional B (3B)","Sousa - Cajazeiras","Cajazeiras","Sertão Paraibano","Cajazeiras"
"1506500","PA","Santa Isabel do Pará","https://cidades.ibge.gov.br/brasil/pa/santa-isabel-do-para/panorama","213.317.639 pessoas","190.755.799 pessoas","1,76 hab/km²"," salários mínimos"," pessoas"," %"," %","42,9 % %","82,7 %","94,0 %","96,3 % matrículas","37,9 % matrículas"," docentes"," docentes"," escolas"," escolas","1,94 R$","8,99 %","1,2","6,3 R$ (×1000)","21,1 R$ (×1000)"," óbitos por mil nascidos vivos"," internações por mil habitantes"," estabelecimentos"," km²"," %"," %"," %","","","","","","","-6,2","-8,3"
"2509701","PB","Monteiro","https://cidades.ibge.gov.br/brasil/pb/monteiro/panorama","33.638 pessoas","30.852 pessoas","31,28 hab/km²","1,8 salários mínimos","3.471 pessoas","10,4 %","47,5 %","97,5 %","6,4","4,8","4.637 matrículas","1.390 matrículas","232 docentes","138 docentes","20 escolas","7 escolas","15.980,78 R$","82 %","0,628","75.035,17 R$ (×1000)","74.260,97 R$ (×1000)","15,87 óbitos por mil nascidos vivos","1,9 internações por mil habitantes","28 estabelecimentos","992,620 km²","56,1 %","89 %","0,8 %","Caatinga","Não pertence","Centro de Zona B (4B)","Arranjo Populacional de Campina Grande/PB - Capital Regional C (2C)","Campina Grande","Monteiro","Borborema","Cariri Ocidental"
"2509909","PB","Natuba","https://cidades.ibge.gov.br/brasil/pb/natuba/panorama","10.449 pessoas","10.566 pessoas","51,53 hab/km²","1,7 salários mínimos","755 pessoas","7,2 %","56,6 %","99,3 %","4,7","3,8","1.190 matrículas","192 matrículas","95 docentes","18 docentes","21 escolas","1 escolas","7.841,76 R$","96,5 %","0,541","25.013,63 R$ (×1000)","24.781,84 R$ (×1000)","8,2 óbitos por mil nascidos vivos","0,3 internações por mil habitantes","5 estabelecimentos","202,173 km²","15,7 %","85,1 %","9,5 %","Caatinga;Mata Atlântica","Não pertence","Centro Local (5)","Arranjo Populacional de Campina Grande/PB - Capital Regional C (2C)","João Pessoa","Itabaiana","Agreste Paraibano","Umbuzeiro"
"2514800","PB","São José dos Cordeiros","https://cidades.ibge.gov.br/brasil/pb/sao-jose-dos-cordeiros/panorama","3.607 pessoas","3.985 pessoas","9,54 hab/km²","1,5 salários mínimos","282 pessoas","7,8 %","51,7 %","98,5 %","5,5","3,8","467 matrículas","53 matrículas","32 docentes","12 docentes","10 escolas","1 escolas","8.326,87 R$","95,9 %","0,556","12.529,63 R$ (×1000)","12.214,40 R$ (×1000)","25,64 óbitos por mil nascidos vivos","0,3 internações por mil habitantes","1 estabelecimentos","376,661 km²","51 %","97,6 %","0 %","Caatinga","Não pertence","Centro Local (5)","Serra Branca - Centro de Zona B (4B)","Campina Grande","Sumé","Borborema","Cariri Ocidental"
"2507507","PB","João Pessoa","https://cidades.ibge.gov.br/brasil/pb/joao-pessoa/panorama","825.796 pessoas","723.515 pessoas","3.421,28 hab/km²","2,7 salários mínimos","296.943 pessoas","36,7 %","36,4 %","96,9 %","5,3","4,2","94.225 matrículas","27.426 matrículas","4.742 docentes","2.146 docentes","337 escolas","116 escolas","25.035,80 R$","66,1 %","0,763","2.073.781,42 R$ (×1000)","1.921.360,54 R$ (×1000)","12,65 óbitos por mil nascidos vivos","1,1 internações por mil habitantes","208 estabelecimentos","210,044 km²","70,8 %","78,4 %","25,1 %","Mata Atlântica","Pertence","Capital Regional A (2A) - Município integrante do Arranjo Populacional de João Pessoa/PB","Arranjo Populacional do Recife/PE - Metrópole (1C)","João Pessoa","João Pessoa","Mata Paraibana","João Pessoa"
"2513802","PB","Santa Teresinha","https://cidades.ibge.gov.br/brasil/pb/santa-teresinha/panorama","4.550 pessoas","4.581 pessoas","12,80 hab/km²","1,6 salários mínimos","532 pessoas","11,6 %","50,1 %","98,8 %","5,4","4,4","580 matrículas","156 matrículas","48 docentes","15 docentes","11 escolas","1 escolas","9.615,28 R$","95,6 %","0,627","15.554,04 R$ (×1000)","14.314,07 R$ (×1000)","- óbitos por mil nascidos vivos","2,2 internações por mil habitantes","3 estabelecimentos","359,442 km²","91 %","98,3 %","4,6 %","Caatinga","Não pertence","Centro Local (5)","Arranjo Populacional de Patos/PB - Centro Subregional A (3A)","Patos","Patos","Sertão Paraibano","Patos"
"2513406","PB","Santa Luzia","https://cidades.ibge.gov.br/brasil/pb/santa-luzia/panorama","15.470 pessoas","14.719 pessoas","32,30 hab/km²","1,7 salários mínimos","1.822 pessoas","11,8 %","46,3 %","97,8 %","5,3","4,7","1.783 matrículas","559 matrículas","105 docentes","63 docentes","12 escolas","3 escolas","15.200,87 R$","89,1 %","0,682","37.348,36 R$ (×1000)","34.805,57 R$ (×1000)","16,76 óbitos por mil nascidos vivos","3,9 internações por mil habitantes","11 estabelecimentos","440,766 km²","85,5 %","94,5 %","0 %","Caatinga","Não pertence","Centro de Zona B (4B)","Arranjo Populacional de Patos/PB - Centro Subregional A (3A)","Patos","Patos","Borborema","Seridó Ocidental Paraibano"
"2513851","PB","Santo André","https://cidades.ibge.gov.br/brasil/pb/santo-andre/panorama","2.496 pessoas","2.638 pessoas","11,72 hab/km²","1,4 salários mínimos","295 pessoas","11,7 %","48,6 %","99,1 %","5,2","5,4","392 matrículas","76 matrículas","26 docentes","5 docentes","1 escolas","1 escolas","10.120,54 R$","97,9 %","0,600","12.078,57 R$ (×1000)","11.697,74 R$ (×1000)","- óbitos por mil nascidos vivos","0,8 internações por mil habitantes","2 estabelecimentos","197,791 km²","8,9 %","94,4 %","0 %","Caatinga","Não pertence","Centro Local (5)","Arranjo Populacional de Campina Grande/PB - Capital Regional C (2C)","Campina Grande","Campina Grande","Borborema","Cariri Oriental"
