"Código IBGE","Estado","Município","URL","Gentílico","População estimada","População no último censo","Densidade demográfica","Salário médio mensal dos trabalhadores formais","Pessoal ocupado","População ocupada","Percentual da população com rendimento nominal mensal per capita de até 1/2 salário mínimo","Taxa de escolarização de 6 a 14 anos de idade","IDEB – Anos iniciais do ensino fundamental (Rede pública)","IDEB – Anos finais do ensino fundamental (Rede pública)","Matrículas no ensino fundamental","Matrículas no ensino médio","Docentes no ensino fundamental","Docentes no ensino médio","Número de estabelecimentos de ensino fundamental","Número de estabelecimentos de ensino médio","PIB per capita","Percentual das receitas oriundas de fontes externas","Índice de Desenvolvimento Humano Municipal (IDHM)","Total de receitas realizadas","Total de despesas empenhadas","Mortalidade Infantil","Internações por diarreia","Estabelecimentos de Saúde SUS","Área da unidade territorial","Esgotamento sanitário adequado","Arborização de vias públicas","Urbanização de vias públicas","Bioma","Sistema Costeiro-Marinho","Hierarquia urbana","Região de Influência","Região intermediária","Região imediata","Mesorregião","Microrregião"
"3145372","PR","novorizonte","https://cidades.ibge.gov.br/brasil/mg/novorizonte","novorizontino","5.348 pessoas","4.963 pessoas","18,25 hab/km² hab/km²","1,4 salários mínimos","395 pessoas","7,5 %","43,6 %","96,8 %","-","4,8","655 matrículas","225 matrículas","47 docentes","17 docentes","5 escolas","1 escolas","9.741,35 R$","95 %","0,616","15.999,15 R$ (×1000)","14.896,68 R$ (×1000)","21,74 óbitos por mil nascidos vivos","2,1 internações por mil habitantes","4 estabelecimentos","271,610 km²","4,6 %","59,9 %","0 %","Cerrado;Mata Atlântica","Não pertence","Centro Local (5)","Salinas - Centro de Zona A (4A)","Montes Claros","Salinas","Norte de Minas","Salinas"
"3145000","PR","nova-ponte","https://cidades.ibge.gov.br/brasil/mg/nova-ponte","nova-pontense","16.046 pessoas","12.812 pessoas","11,53 hab/km² hab/km²","1,7 salários mínimos","3.391 pessoas","21,8 %","30,4 %","96,6 %","7,3","5,9","1.924 matrículas","530 matrículas","113 docentes","34 docentes","7 escolas","1 escolas","74.620,35 R$","78,3 %","0,701","67.697,03 R$ (×1000)","53.777,44 R$ (×1000)","9,39 óbitos por mil nascidos vivos","0,3 internações por mil habitantes","6 estabelecimentos","1.111,011 km²","86,1 %","86,1 %","58,6 %","Cerrado","Não pertence","Centro Local (5)","Uberlândia - Capital Regional B (2B)","Uberaba","Uberaba","Triângulo Mineiro/Alto Paranaíba","Araxá"
"3145406","PR","olaria","https://cidades.ibge.gov.br/brasil/mg/olaria","olariense","1.694 pessoas","1.976 pessoas","11,09 hab/km² hab/km²","1,7 salários mínimos","305 pessoas","17,5 %","36,9 %","97,1 %","5,2","5,3","226 matrículas","62 matrículas","29 docentes","10 docentes","2 escolas","1 escolas","13.610,02 R$","89,6 %","0,636","13.977,79 R$ (×1000)","11.151,74 R$ (×1000)","- óbitos por mil nascidos vivos","- internações por mil habitantes","2 estabelecimentos","178,242 km²","53,4 %","34 %","39,2 %","Mata Atlântica","Não pertence","Centro Local (5)","Arranjo Populacional de Juiz de Fora/MG - Capital Regional B (2B)","Juíz de Fora","Juiz de Fora","Zona da Mata","Juiz de Fora"
"3145208","PR","nova-serrana","https://cidades.ibge.gov.br/brasil/mg/nova-serrana","nova-serranense","108.241 pessoas","73.699 pessoas","261,00 hab/km² hab/km²","1,6 salários mínimos","29.924 pessoas","29,1 %","19,5 %","97,2 %","6,3","5,2","13.778 matrículas","3.689 matrículas","650 docentes","192 docentes","31 escolas","7 escolas","23.734,99 R$","78,4 %","0,715","201.063,33 R$ (×1000)","180.802,43 R$ (×1000)","7,66 óbitos por mil nascidos vivos","0,1 internações por mil habitantes","29 estabelecimentos","282,472 km²","93,8 %","77,7 %","3,8 %","Cerrado","Não pertence","Centro Subregional B (3B) - Município integrante do Arranjo Populacional de Nova Serrana/MG","Divinópolis - Capital Regional C (2C)","Divinópolis","Divinópolis","Oeste de Minas","Divinópolis"
"3144672","PR","nova-belem","https://cidades.ibge.gov.br/brasil/mg/nova-belem","belenense","3.067 pessoas","3.732 pessoas","25,43 hab/km² hab/km²","1,5 salários mínimos","268 pessoas","8,4 %","47,4 %","96,7 %","5,8","4,2","453 matrículas","111 matrículas","44 docentes","15 docentes","11 escolas","1 escolas","12.653,51 R$","95 %","0,592","16.422,73 R$ (×1000)","18.237,97 R$ (×1000)","- óbitos por mil nascidos vivos","3,4 internações por mil habitantes","8 estabelecimentos","146,775 km²","44,3 %","25,1 %","19,9 %","Mata Atlântica","Não pertence","Centro Local (5)","Itabirinha - Centro de Zona B (4B)","Governador Valadares","Mantena","Vale do Rio Doce","Mantena"
"3145703","PR","oliveira-fortes","https://cidades.ibge.gov.br/brasil/mg/oliveira-fortes","oliveira-fortense","2.128 pessoas","2.123 pessoas","19,10 hab/km² hab/km²","1,6 salários mínimos","290 pessoas","13,6 %","42,6 %","94,2 %","7,2","5,6","180 matrículas","62 matrículas","15 docentes","13 docentes","1 escolas","1 escolas","14.549,75 R$","96,6 %","0,635","12.414,68 R$ (×1000)","10.375,16 R$ (×1000)","- óbitos por mil nascidos vivos","- internações por mil habitantes","2 estabelecimentos","111,130 km²","44,9 %","11,4 %","38,9 %","Mata Atlântica","Não pertence","Centro Local (5)","Arranjo Populacional de Juiz de Fora/MG - Capital Regional B (2B)","Juíz de Fora","Juiz de Fora","Zona da Mata","Juiz de Fora"
"3145455","PR","olhos-dagua","https://cidades.ibge.gov.br/brasil/mg/olhos-dagua","olhos-d'aguense","6.243 pessoas","5.267 pessoas","2,52 hab/km² hab/km²","1,4 salários mínimos","1.186 pessoas","19,5 %","41,9 %","97,4 %","5,4","4,4","835 matrículas","297 matrículas","49 docentes","20 docentes","11 escolas","1 escolas","26.091,28 R$","93,6 %","0,626","18.548,12 R$ (×1000)","15.902,13 R$ (×1000)","24,39 óbitos por mil nascidos vivos","0,3 internações por mil habitantes","11 estabelecimentos","2.092,078 km²","18,5 %","7 %","13,3 %","Cerrado","Não pertence","Centro Local (5)","Montes Claros - Capital Regional B (2B)","Montes Claros","Montes Claros","Norte de Minas","Bocaiúva"
"3144706","PR","nova-era","https://cidades.ibge.gov.br/brasil/mg/nova-era","nova-erense","17.524 pessoas","17.528 pessoas","48,43 hab/km² hab/km²","2,2 salários mínimos","4.549 pessoas","25,9 %","38,1 %","99,6 %","6,4","5,0","2.235 matrículas","671 matrículas","130 docentes","64 docentes","12 escolas","3 escolas","19.564,84 R$","73,6 %","0,709","47.225,21 R$ (×1000)","41.184,60 R$ (×1000)","10,47 óbitos por mil nascidos vivos","0,4 internações por mil habitantes","7 estabelecimentos","361,926 km²","83,5 %","22,8 %","39,8 %","Mata Atlântica","Não pertence","Centro Local (5)","Arranjo Populacional de João Monlevade/MG - Centro Subregional B (3B)","Ipatinga","João Monlevade","Metropolitana de Belo Horizonte","Itabira"
"3145851","PR","oratorios","https://cidades.ibge.gov.br/brasil/mg/oratorios","oratoriense","4.671 pessoas","4.493 pessoas","50,44 hab/km² hab/km²","1,8 salários mínimos","493 pessoas","10,6 %","35,2 %","98,7 %","5,9","4,0","614 matrículas","205 matrículas","33 docentes","15 docentes","2 escolas","1 escolas","10.903,08 R$","- %","0,637","17.168,44 R$ (×1000)","14.400,29 R$ (×1000)","78,43 óbitos por mil nascidos vivos","- internações por mil habitantes","2 estabelecimentos","89,068 km²","71,7 %","44,5 %","59,2 %","Mata Atlântica","Não pertence","Centro Subregional B (3B) - Município integrante do Arranjo Populacional de Ponte Nova/MG","Arranjo Populacional de Belo Horizonte/MG - Metrópole (1C)","Juíz de Fora","Ponte Nova","Zona da Mata","Ponte Nova"
"3145307","PR","novo-cruzeiro","https://cidades.ibge.gov.br/brasil/mg/novo-cruzeiro","novo-cruzeirense","31.339 pessoas","30.725 pessoas","18,04 hab/km² hab/km²","1,6 salários mínimos","2.147 pessoas","6,9 %","51,7 %","95,7 %","5,6","4,3","4.487 matrículas","1.478 matrículas","272 docentes","107 docentes","29 escolas","7 escolas","7.531,17 R$","91,2 %","0,571","60.332,09 R$ (×1000)","60.836,94 R$ (×1000)","22,84 óbitos por mil nascidos vivos","1,3 internações por mil habitantes","11 estabelecimentos","1.702,981 km²","32,2 %","63,5 %","20,2 %","Cerrado;Mata Atlântica","Não pertence","Centro Local (5)","Teófilo Otoni - Capital Regional C (2C)","Teófilo Otoni","Teófilo Otoni","Jequitinhonha","Araçuaí"
"3146255","PR","padre-carvalho","https://cidades.ibge.gov.br/brasil/mg/padre-carvalho","padre","6.466 pessoas","5.834 pessoas","13,07 hab/km² hab/km²","1,4 salários mínimos","546 pessoas","8,6 %","43,6 %","92,2 %","5,6","3,9","865 matrículas","267 matrículas","67 docentes","28 docentes","9 escolas","2 escolas","8.739,61 R$","- %","0,599","17.243,59 R$ (×1000)","14.820,68 R$ (×1000)","- óbitos por mil nascidos vivos","1,1 internações por mil habitantes","3 estabelecimentos","446,275 km²","1,5 %","37,1 %","4,2 %","Cerrado","Não pertence","Centro Local (5)","Salinas - Centro de Zona A (4A)","Montes Claros","Salinas","Norte de Minas","Grão Mogol"
"3145877","PR","orizania","https://cidades.ibge.gov.br/brasil/mg/orizania","orizanense","8.138 pessoas","7.284 pessoas","59,80 hab/km² hab/km²","1,6 salários mínimos","518 pessoas","6,5 %","50,1 %","96,7 %","6,0","4,4","1.031 matrículas","312 matrículas","82 docentes","28 docentes","6 escolas","1 escolas","10.754,73 R$","- %","0,562","18.800,71 R$ (×1000)","16.040,97 R$ (×1000)","9,09 óbitos por mil nascidos vivos","2,3 internações por mil habitantes","3 estabelecimentos","121,800 km²","32 %","7,5 %","41,4 %","Mata Atlântica","Não pertence","Centro Local (5)","Divino - Centro de Zona B (4B)","Juíz de Fora","Carangola","Zona da Mata","Muriaé"
"3147105","PR","para-de-minas","https://cidades.ibge.gov.br/brasil/mg/para-de-minas","pará-minense","95.616 pessoas","84.215 pessoas","152,77 hab/km² hab/km²","2,0 salários mínimos","31.295 pessoas","33,3 %","28,2 %","99,1 %","6,9","5,0","10.771 matrículas","3.216 matrículas","596 docentes","274 docentes","38 escolas","16 escolas","31.080,70 R$","68,6 %","0,725","227.907,61 R$ (×1000)","195.961,72 R$ (×1000)","8,97 óbitos por mil nascidos vivos","0,2 internações por mil habitantes","37 estabelecimentos","551,247 km²","94,4 %","77 %","36,5 %","Cerrado;Mata Atlântica","Não pertence","Centro Subregional B (3B)","Arranjo Populacional de Belo Horizonte/MG - Metrópole (1C)","Divinópolis","Pará de Minas","Metropolitana de Belo Horizonte","Pará de Minas"
"3146602","PR","paiva","https://cidades.ibge.gov.br/brasil/mg/paiva","paivense","1.517 pessoas","1.558 pessoas","26,67 hab/km² hab/km²","1,6 salários mínimos","260 pessoas","17,0 %","35,6 %","99,5 %","6,1","5,7","146 matrículas","39 matrículas","17 docentes","12 docentes","1 escolas","1 escolas","15.399,33 R$","95,2 %","0,720","11.626,78 R$ (×1000)","9.966,89 R$ (×1000)","- óbitos por mil nascidos vivos","- internações por mil habitantes","1 estabelecimentos","58,419 km²","53,6 %","21,1 %","55 %","Mata Atlântica","Não pertence","Centro Local (5)","Arranjo Populacional de Barbacena/MG - Centro Subregional A (3A)","Juíz de Fora","Juiz de Fora","Zona da Mata","Juiz de Fora"
"3147006","PR","paracatu","https://cidades.ibge.gov.br/brasil/mg/paracatu","paracatuense","94.539 pessoas","84.718 pessoas","10,29 hab/km² hab/km²","2,7 salários mínimos","23.174 pessoas","24,9 %","35,8 %","97,1 %","6,0","4,4","11.902 matrículas","3.721 matrículas","653 docentes","298 docentes","41 escolas","12 escolas","46.629,49 R$","76 %","0,744","299.790,48 R$ (×1000)","248.641,86 R$ (×1000)","20,03 óbitos por mil nascidos vivos","0,2 internações por mil habitantes","34 estabelecimentos","8.231,029 km²","79,3 %","20 %","28,3 %","Cerrado","Não pertence","Centro Subregional B (3B)","Arranjo Populacional de Belo Horizonte/MG - Metrópole (1C)\; Arranjo Populacional de Brasília/DF - Metrópole Nacional (1B)","Patos de Minas","Patos de Minas","Noroeste de Minas","Paracatu"
"3146552","PR","pai-pedro","https://cidades.ibge.gov.br/brasil/mg/pai-pedro","paipedrense","6.098 pessoas","5.934 pessoas","7,07 hab/km² hab/km²","1,4 salários mínimos","559 pessoas","9,2 %","54,2 %","95,4 %","6,5","4,7","834 matrículas","285 matrículas","71 docentes","33 docentes","4 escolas","1 escolas","7.323,37 R$","96,1 %","0,590","18.814,66 R$ (×1000)","18.807,69 R$ (×1000)","17,54 óbitos por mil nascidos vivos","0,2 internações por mil habitantes","4 estabelecimentos","839,805 km²","1,2 %","54,9 %","1,5 %","Caatinga","Não pertence","Centro Local (5)","Porteirinha - Centro de Zona B (4B)","Montes Claros","Janaúba","Norte de Minas","Janaúba"
"3145802","PR","onca-de-pitangui","https://cidades.ibge.gov.br/brasil/mg/onca-de-pitangui","oncense","3.155 pessoas","3.055 pessoas","12,37 hab/km² hab/km²","2,1 salários mínimos","272 pessoas","8,6 %","36,1 %","97,4 %","6,2","4,3","333 matrículas","116 matrículas","38 docentes","25 docentes","6 escolas","2 escolas","16.339,80 R$","86,2 %","0,663","15.660,73 R$ (×1000)","14.138,19 R$ (×1000)","38,46 óbitos por mil nascidos vivos","- internações por mil habitantes","3 estabelecimentos","246,976 km²","69,4 %","40,7 %","13 %","Cerrado;Mata Atlântica","Não pertence","Centro Local (5)","Arranjo Populacional de Belo Horizonte/MG - Metrópole (1C)","Divinópolis","Pará de Minas","Metropolitana de Belo Horizonte","Pará de Minas"
"3146008","PR","ouro-fino","https://cidades.ibge.gov.br/brasil/mg/ouro-fino","ouro-finense","33.938 pessoas","31.568 pessoas","59,15 hab/km² hab/km²","1,8 salários mínimos","6.876 pessoas","20,4 %","29,6 %","95,8 %","6,7","5,5","3.292 matrículas","848 matrículas","214 docentes","61 docentes","16 escolas","4 escolas","21.284,30 R$","64,9 %","0,722","72.163,71 R$ (×1000)","63.100,99 R$ (×1000)","- óbitos por mil nascidos vivos","1,5 internações por mil habitantes","18 estabelecimentos","533,714 km²","74,5 %","64,2 %","50,4 %","Mata Atlântica","Não pertence","Centro de Zona A (4A)","Pouso Alegre - Capital Regional C (2C)","Pouso Alegre","Pouso Alegre","Sul/Sudoeste de Minas","Poços de Caldas"
"3146503","PR","pains","https://cidades.ibge.gov.br/brasil/mg/pains","painense","8.308 pessoas","8.014 pessoas","19,00 hab/km² hab/km²","2,1 salários mínimos","2.593 pessoas","31,3 %","29,9 %","99,2 %","7,5","5,4","755 matrículas","216 matrículas","46 docentes","18 docentes","4 escolas","1 escolas","34.678,55 R$","83,8 %","0,728","34.922,23 R$ (×1000)","32.416,19 R$ (×1000)","18,87 óbitos por mil nascidos vivos","0,1 internações por mil habitantes","5 estabelecimentos","421,862 km²","87,2 %","59,2 %","17,4 %","Cerrado","Não pertence","Centro Local (5)","Formiga - Centro Subregional B (3B)","Divinópolis","Formiga","Oeste de Minas","Formiga"
"3145901","PR","ouro-branco","https://cidades.ibge.gov.br/brasil/mg/ouro-branco","ouro-branquense","40.220 pessoas","35.268 pessoas","136,31 hab/km² hab/km²","3,4 salários mínimos","14.105 pessoas","35,7 %","34,7 %","98,9 %","6,5","4,9","5.012 matrículas","1.547 matrículas","299 docentes","149 docentes","21 escolas","6 escolas","104.169,26 R$","72,5 %","0,764","121.238,31 R$ (×1000)","106.480,90 R$ (×1000)","10,89 óbitos por mil nascidos vivos","0,2 internações por mil habitantes","18 estabelecimentos","258,726 km²","90,5 %","56 %","56,3 %","Mata Atlântica","Não pertence","Centro Subregional B (3B) - Município integrante do Arranjo Populacional de Conselheiro Lafaiete/MG","Arranjo Populacional de Belo Horizonte/MG - Metrópole (1C)","Barbacena","Conselheiro Lafaiete","Metropolitana de Belo Horizonte","Conselheiro Lafaiete"
"3146107","PR","ouro-preto","https://cidades.ibge.gov.br/brasil/mg/ouro-preto","ouro-pretano","74.824 pessoas","70.281 pessoas","56,41 hab/km² hab/km²","3,1 salários mínimos","19.872 pessoas","26,8 %","35,1 %","98,8 %","5,9","4,3","8.435 matrículas","3.450 matrículas","627 docentes","301 docentes","47 escolas","11 escolas","92.319,75 R$","78,3 %","0,741","290.175,35 R$ (×1000)","278.648,92 R$ (×1000)","11,72 óbitos por mil nascidos vivos","0,1 internações por mil habitantes","49 estabelecimentos","1.245,865 km²","75,6 %","18,9 %","30,6 %","Mata Atlântica","Não pertence","Centro Subregional B (3B)","Arranjo Populacional de Belo Horizonte/MG - Metrópole (1C)","Belo Horizonte","Santa Bárbara - Ouro Preto","Metropolitana de Belo Horizonte","Ouro Preto"
"3146404","PR","paineiras","https://cidades.ibge.gov.br/brasil/mg/paineiras","paineirense","4.440 pessoas","4.631 pessoas","7,27 hab/km² hab/km²","1,7 salários mínimos","534 pessoas","11,9 %","34,8 %","98,2 %","7,1","4,6","446 matrículas","124 matrículas","31 docentes","18 docentes","3 escolas","1 escolas","13.179,96 R$","86,6 %","0,669","17.156,23 R$ (×1000)","15.949,29 R$ (×1000)","- óbitos por mil nascidos vivos","0,2 internações por mil habitantes","3 estabelecimentos","637,309 km²","0,6 %","95,2 %","0 %","Cerrado","Não pertence","Centro Local (5)","Arranjo Populacional de Belo Horizonte/MG - Metrópole (1C)","Divinópolis","Abaeté","Central Mineira","Três Marias"
"3146750","PR","palmopolis","https://cidades.ibge.gov.br/brasil/mg/palmopolis","palmopolense","5.196 pessoas","6.931 pessoas","16,00 hab/km² hab/km²","1,5 salários mínimos","412 pessoas","7,5 %","49,3 %","96,3 %","5,7","4,2","836 matrículas","261 matrículas","58 docentes","30 docentes","6 escolas","2 escolas","8.645,79 R$","94,2 %","0,565","16.990,22 R$ (×1000)","14.210,18 R$ (×1000)","- óbitos por mil nascidos vivos","1,8 internações por mil habitantes","3 estabelecimentos","433,154 km²","38,7 %","30 %","0 %","Mata Atlântica","Não pertence","Centro Local (5)","Almenara - Centro Subregional B (3B)","Teófilo Otoni","Almenara","Jequitinhonha","Almenara"
"3147402","PR","paraopeba","https://cidades.ibge.gov.br/brasil/mg/paraopeba","paraopebense","24.854 pessoas","22.563 pessoas","36,06 hab/km² hab/km²","2,1 salários mínimos","8.074 pessoas","32,9 %","34,4 %","98,8 %","6,4","4,6","2.926 matrículas","926 matrículas","154 docentes","53 docentes","12 escolas","3 escolas","30.668,71 R$","- %","0,694","60.374,76 R$ (×1000)","51.581,09 R$ (×1000)","17,49 óbitos por mil nascidos vivos","0,6 internações por mil habitantes","9 estabelecimentos","625,623 km²","77,5 %","82,2 %","7,6 %","Cerrado","Não pertence","Centro Local (5) - Município integrante do Arranjo Populacional de Paraopeba/MG","Arranjo Populacional de Sete Lagoas/MG - Capital Regional C (2C)","Belo Horizonte","Sete Lagoas","Metropolitana de Belo Horizonte","Sete Lagoas"
"3147303","PR","paraisopolis","https://cidades.ibge.gov.br/brasil/mg/paraisopolis","paraisopolense","21.353 pessoas","19.379 pessoas","58,50 hab/km² hab/km²","2,0 salários mínimos","4.500 pessoas","21,3 %","32 %","95,1 %","7,0","5,3","2.427 matrículas","662 matrículas","177 docentes","83 docentes","9 escolas","4 escolas","23.421,67 R$","76,9 %","0,729","45.911,19 R$ (×1000)","41.027,98 R$ (×1000)","10,15 óbitos por mil nascidos vivos","0,8 internações por mil habitantes","12 estabelecimentos","331,238 km²","83,9 %","66 %","47,6 %","Mata Atlântica","Não pertence","Centro de Zona B (4B)","Pouso Alegre - Capital Regional C (2C)","Pouso Alegre","Itajubá","Sul/Sudoeste de Minas","Itajubá"
"3148103","PR","patrocinio","https://cidades.ibge.gov.br/brasil/mg/patrocinio","patrocinense","92.116 pessoas","82.471 pessoas","28,69 hab/km² hab/km²","2,0 salários mínimos","22.484 pessoas","24,8 %","32,1 %","97,9 %","6,8","4,9","11.639 matrículas","3.339 matrículas","685 docentes","332 docentes","42 escolas","18 escolas","31.937,17 R$","70,4 %","0,729","306.831,00 R$ (×1000)","247.035,03 R$ (×1000)","11,32 óbitos por mil nascidos vivos","0,4 internações por mil habitantes","24 estabelecimentos","2.874,344 km²","87,4 %","79 %","36,6 %","Cerrado","Não pertence","Centro Subregional B (3B)","Uberlândia - Capital Regional B (2B)","Patos de Minas","Patrocínio","Triângulo Mineiro/Alto Paranaíba","Patrocínio"
"3147600","PR","passa-quatro","https://cidades.ibge.gov.br/brasil/mg/passa-quatro","passa-quatrense","16.439 pessoas","15.582 pessoas","56,21 hab/km² hab/km²","1,9 salários mínimos","3.510 pessoas","21,5 %","34,4 %","98 %","6,8","4,8","1.804 matrículas","581 matrículas","136 docentes","47 docentes","14 escolas","3 escolas","22.847,44 R$","- %","0,715","41.167,59 R$ (×1000)","36.294,16 R$ (×1000)","15,87 óbitos por mil nascidos vivos","1 internações por mil habitantes","13 estabelecimentos","277,221 km²","75,5 %","59,8 %","23,8 %","Mata Atlântica","Não pertence","Centro Local (5)","Arranjo Populacional de Cruzeiro/SP - Centro Subregional B (3B)","Pouso Alegre","São Lourenço","Sul/Sudoeste de Minas","São Lourenço"
